id,title,director
"<http://data.linkedmdb.org/resource/film/70222>","The Restless Conscience: Resistance to Hitler Within Germany 1933-1945","Hava Kohav Beller (Director)"
"<http://data.linkedmdb.org/resource/film/81071>","The Extra Man","Shari Springer Berman (Director)"
"<http://data.linkedmdb.org/resource/film/15361>","Scouts to the Rescue","Alan James (Director)"
"<http://data.linkedmdb.org/resource/film/2115>","I'm All Right Jack","John and Roy Boulting (Director)"
"<http://data.linkedmdb.org/resource/film/93161>","Slow Dancing in the Big City","John G. Avildsen (Director)"
"<http://data.linkedmdb.org/resource/film/19601>","Calendar Girl Murders","William Alexander Graham (Director)"
"<http://data.linkedmdb.org/resource/film/41312>","The Long Good Friday","John Mackenzie (Director)"
"<http://data.linkedmdb.org/resource/film/96264>","The Queen and I","Nahid Persson (Director)"
"<http://data.linkedmdb.org/resource/film/51817>","Scanners II: The New Order","Christian Duguay (Director)"
"<http://data.linkedmdb.org/resource/film/48635>","Chu Chu and the Philly Flash","David Lowell Rich (Director)"
"<http://data.linkedmdb.org/resource/film/1502>","Duck and Cover","Anthony Rizzo (Director)"
"<http://data.linkedmdb.org/resource/film/4660>","The Strange Case of Dr. Jekyll and Mr. Hyde","John Carl Buechler (Director)"
"<http://data.linkedmdb.org/resource/film/8634>","The Black Swan","Henry King (Director)"
"<http://data.linkedmdb.org/resource/film/48835>","The Toxic Avenger Part II","Lloyd Kaufman (Director)"
"<http://data.linkedmdb.org/resource/film/38564>","The Toxic Avenger","Lloyd Kaufman (Director)"
"<http://data.linkedmdb.org/resource/film/53902>","Without Benefit of Clergy","James Young (Director)"
"<http://data.linkedmdb.org/resource/film/51128>","Seeds of Destiny","Gene Fowler Jr. (Director)"
"<http://data.linkedmdb.org/resource/film/56661>","She Knew All the Answers","Richard Wallace (Director)"
"<http://data.linkedmdb.org/resource/film/9846>","Luggage of the Gods!","David Kendall (Director)"
"<http://data.linkedmdb.org/resource/film/40423>","The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies","Ray Dennis Steckler (Director)"
"<http://data.linkedmdb.org/resource/film/65853>","Melissa of the Hills","James Kirkwood, Sr. (Director)"
"<http://data.linkedmdb.org/resource/film/78443>","The Alienist","Nelson Pereira dos Santos (Director)"
"<http://data.linkedmdb.org/resource/film/76334>","Molly and Lawless John","Gary Nelson (Director)"
"<http://data.linkedmdb.org/resource/film/67132>","Blinded by the Light","John A. Alonzo (Director)"
"<http://data.linkedmdb.org/resource/film/19953>","The Other Side of the Tracks","A.D. Calvo (Director)"
"<http://data.linkedmdb.org/resource/film/43208>","All the Right Moves","Michael Chapman (Director)"
"<http://data.linkedmdb.org/resource/film/43570>","The Good Shepherd","Robert De Niro (Director)"
"<http://data.linkedmdb.org/resource/film/57634>","The Adventures of Bullwhip Griffin","James Neilson (Director)"
"<http://data.linkedmdb.org/resource/film/10173>","Shell Shock","John Hayes (Director)"
"<http://data.linkedmdb.org/resource/film/43741>","Hag in a Black Leather Jacket","John Waters (Director)"
"<http://data.linkedmdb.org/resource/film/15100>","Gordon of Ghost City","Ray Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/24999>","Our Gang Follies of 1938","Gordon Douglas (Director)"
"<http://data.linkedmdb.org/resource/film/56807>","A Month in the Country","Pat O'Connor (Director)"
"<http://data.linkedmdb.org/resource/film/22172>","Alas! Poor Yorick!","Colin Campbell (Director)"
"<http://data.linkedmdb.org/resource/film/56510>","The Return of Dr. Fu Manchu","Rowland V. Lee (Director)"
"<http://data.linkedmdb.org/resource/film/56334>","How to Succeed in Business Without Really Trying","David Swift (Director)"
"<http://data.linkedmdb.org/resource/film/53881>","The Unholy Three","Jack Conway (Director)"
"<http://data.linkedmdb.org/resource/film/21838>","This Day and Age","Cecil B. DeMille (Director)"
"<http://data.linkedmdb.org/resource/film/54903>","Pirates of the Plain","John R. Cherry III (Director)"
"<http://data.linkedmdb.org/resource/film/5836>","The People That Time Forgot","Kevin Connor (Director)"
"<http://data.linkedmdb.org/resource/film/51809>","Power Trip","Paul Devlin (Director)"
"<http://data.linkedmdb.org/resource/film/24375>","The Princess and the Pirate","David Butler (Director)"
"<http://data.linkedmdb.org/resource/film/4421>","Empire of the Ants","Bert I. Gordon (Director)"
"<http://data.linkedmdb.org/resource/film/6235>","Bicentennial Man","Chris Columbus (Director)"
"<http://data.linkedmdb.org/resource/film/127>","Above the Law","Andrew Davis (Director)"
"<http://data.linkedmdb.org/resource/film/42830>","Ernest Goes to Jail","John R. Cherry III (Director)"
"<http://data.linkedmdb.org/resource/film/49811>","Ernest Goes to Africa","John R. Cherry III (Director)"
"<http://data.linkedmdb.org/resource/film/44201>","Ernest Goes to Camp","John R. Cherry III (Director)"
"<http://data.linkedmdb.org/resource/film/52468>","The Man Without a Face","Spencer Gordon Bennet (Director)"
"<http://data.linkedmdb.org/resource/film/7013>","Geronimo: An American Legend","Walter Hill (Director)"
"<http://data.linkedmdb.org/resource/film/11211>","Jesse James Rides Again","Thomas Carr (Director)"
"<http://data.linkedmdb.org/resource/film/2152>","Street Fighter","Steven E. de Souza (Director)"
"<http://data.linkedmdb.org/resource/film/38623>","The Story of the Kelly Gang","Charles Tait (Director)"
"<http://data.linkedmdb.org/resource/film/18262>","Centered in the Universe","Don Dixon (Director)"
"<http://data.linkedmdb.org/resource/film/97994>","Waste Land","Lucy Walker (Director)"
"<http://data.linkedmdb.org/resource/film/44932>","George of the Jungle 2","David Grossman (Director)"
"<http://data.linkedmdb.org/resource/film/54362>","Confessions of a Shopaholic","P. J. Hogan (Director)"
"<http://data.linkedmdb.org/resource/film/22219>","Fatty Joins the Force","George Nichols (Director)"
"<http://data.linkedmdb.org/resource/film/65288>","The Little Drummer Girl","George Roy Hill (Director)"
"<http://data.linkedmdb.org/resource/film/49129>","Bring Me the Head of Mavis Davis","John Henderson (Director)"
"<http://data.linkedmdb.org/resource/film/47757>","The Lives of Others","Florian Henckel von Donnersmarck (Director)"
"<http://data.linkedmdb.org/resource/film/60375>","The New Kids","Sean S. Cunningham (Director)"
"<http://data.linkedmdb.org/resource/film/98458>","The New Kids","Sean S. Cunningham (Director)"
"<http://data.linkedmdb.org/resource/film/98614>","The Wackiest Wagon Train in the West","Jack Arnold (Director)"
"<http://data.linkedmdb.org/resource/film/91406>","Two Weeks to Live","Malcolm St. Clair (Director)"
"<http://data.linkedmdb.org/resource/film/52301>","The Adventures of Ruth","George Marshall (Director)"
"<http://data.linkedmdb.org/resource/film/3973>","Friday the 13th Part VII: The New Blood","John Carl Buechler (Director)"
"<http://data.linkedmdb.org/resource/film/9145>","The King and I","Richard Rich (Director)"
"<http://data.linkedmdb.org/resource/film/65771>","Leaves of Grass","Tim Blake Nelson (Director)"
"<http://data.linkedmdb.org/resource/film/865>","Peeping Tom","Michael Powell (Director)"
"<http://data.linkedmdb.org/resource/film/9021>","Deadly Intentions... Again?","James Steven Sadwith (Director)"
"<http://data.linkedmdb.org/resource/film/39157>","Escape from the Planet of the Apes","Don Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/796>","The First $20 Million Is Always the Hardest","Mick Jackson (Director)"
"<http://data.linkedmdb.org/resource/film/7789>","The Bohemian Girl","James W. Horne (Director)"
"<http://data.linkedmdb.org/resource/film/2458>","The Great Waltz","Victor Fleming (Director)"
"<http://data.linkedmdb.org/resource/film/8729>","High Roller: The Stu Ungar Story","A. W. Vidmer (Director)"
"<http://data.linkedmdb.org/resource/film/5028>","Two Thousand Maniacs!","Herschell Gordon Lewis (Director)"
"<http://data.linkedmdb.org/resource/film/7664>","An Airman's Letter to His Mother","Michael Powell (Director)"
"<http://data.linkedmdb.org/resource/film/70051>","Never a Dull Moment","George Marshall (Director)"
"<http://data.linkedmdb.org/resource/film/39574>","The Ghost and the Darkness","Stephen Hopkins (Director)"
"<http://data.linkedmdb.org/resource/film/98173>","A Street to Die","Bill Bennett (Director)"
"<http://data.linkedmdb.org/resource/film/45486>","Revenge of the Creature","Jack Arnold (Director)"
"<http://data.linkedmdb.org/resource/film/5105>","El Muerto","Brian Cox (Director)"
"<http://data.linkedmdb.org/resource/film/20547>","Born to Be Wild","John Gray (Director)"
"<http://data.linkedmdb.org/resource/film/56548>","One Is Business, the Other Crime","D. W. Griffith (Director)"
"<http://data.linkedmdb.org/resource/film/58730>","I Will Fight No More Forever","Richard T. Heffron (Director)"
"<http://data.linkedmdb.org/resource/film/15334>","Kings of South Beach","Tim Hunter (Director)"
"<http://data.linkedmdb.org/resource/film/7237>","Raggedy Ann & Andy: A Musical Adventure","Richard Williams (Director)"
"<http://data.linkedmdb.org/resource/film/17727>","Thicker than Water","Jack Johnson (Director)"
"<http://data.linkedmdb.org/resource/film/40324>","Better Off Dead","Savage Steve Holland (Director)"
"<http://data.linkedmdb.org/resource/film/9467>","The Food of the Gods","Bert I. Gordon (Director)"
"<http://data.linkedmdb.org/resource/film/69509>","War of the Worlds 2: The Next Wave","C. Thomas Howell (Director)"
"<http://data.linkedmdb.org/resource/film/40717>","The Door in the Floor","Tod Williams (Director)"
"<http://data.linkedmdb.org/resource/film/2800>","Deuce Bigalow: Male Gigolo","Mike Mitchell (Director)"
"<http://data.linkedmdb.org/resource/film/1239>","Harry Potter and the Goblet of Fire","Mike Newell (Director)"
"<http://data.linkedmdb.org/resource/film/11898>","The Story of the First Christmas Snow","Jules Bass (Director)"
"<http://data.linkedmdb.org/resource/film/39634>","A Matter of Life and Death","Michael Powell (Director)"
"<http://data.linkedmdb.org/resource/film/42500>","The Legend of Hell House","John Hough (Director)"
"<http://data.linkedmdb.org/resource/film/93571>","The Return of Chandu","Ray Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/51487>","Red Garters","George Marshall (Director)"
"<http://data.linkedmdb.org/resource/film/98517>","The Great Scout & Cathouse Thursday","Don Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/1650>","I Know Where I'm Going!","Michael Powell (Director)"
"<http://data.linkedmdb.org/resource/film/18110>","Brick Bradford","Thomas Carr (Director)"
"<http://data.linkedmdb.org/resource/film/78444>","The Land That Time Forgot","C. Thomas Howell (Director)"
"<http://data.linkedmdb.org/resource/film/15699>","Love Conquers All","Tan Chui Mui (Director)"
"<http://data.linkedmdb.org/resource/film/60633>","A Crime in Paradise","Jean Becker (Director)"
"<http://data.linkedmdb.org/resource/film/19259>","The Sea Hound","Mack V. Wright (Director)"
"<http://data.linkedmdb.org/resource/film/65098>","The Heart Is a Lonely Hunter","Robert Ellis Miller (Director)"
"<http://data.linkedmdb.org/resource/film/16208>","Astro Boy","David Bowers (Director)"
"<http://data.linkedmdb.org/resource/film/75364>","Boy A","John Crowley (Director)"
"<http://data.linkedmdb.org/resource/film/93588>","Comfortably Numb","Gavin O'Connor (Director)"
"<http://data.linkedmdb.org/resource/film/8214>","Vidas Secas","Nelson Pereira dos Santos (Director)"
"<http://data.linkedmdb.org/resource/film/98579>","Outside the Law","Jack Arnold (Director)"
"<http://data.linkedmdb.org/resource/film/80715>","Alpha and Omega","Ben Gluck (Director)"
"<http://data.linkedmdb.org/resource/film/66036>","A Dream or Two Ago","James Kirkwood, Sr. (Director)"
"<http://data.linkedmdb.org/resource/film/9218>","Big Girls Don't Cry... They Get Even","Joan Micklin Silver (Director)"
"<http://data.linkedmdb.org/resource/film/98507>","The Billion Dollar Bubble","Brian Gibson (Director)"
"<http://data.linkedmdb.org/resource/film/56696>","If I Had My Way","David Butler (Director)"
"<http://data.linkedmdb.org/resource/film/65666>","The Gentle Intruder","James Kirkwood, Sr. (Director)"
"<http://data.linkedmdb.org/resource/film/14438>","Now You See Him, Now You Don't","Robert Butler (Director)"
"<http://data.linkedmdb.org/resource/film/87633>","A Girl from Hunan","Xie Fei (Director)"
"<http://data.linkedmdb.org/resource/film/4754>","The Spiderwick Chronicles","Mark Waters (Director)"
"<http://data.linkedmdb.org/resource/film/7045>","For Heaven's Sake","Samuel Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/68598>","The Last Ride to Santa Cruz","Rolf Olsen (Director)"
"<http://data.linkedmdb.org/resource/film/54558>","The Evil That Men Do","J. Lee Thompson (Director)"
"<http://data.linkedmdb.org/resource/film/6271>","Dr. Otto and the Riddle of the Gloom Beam","John R. Cherry III (Director)"
"<http://data.linkedmdb.org/resource/film/87852>","The Sum of Us","Geoff Burton (Director)"
"<http://data.linkedmdb.org/resource/film/38761>","The Sum of Us","Geoff Burton (Director)"
"<http://data.linkedmdb.org/resource/film/38983>","Lady Sings the Blues","Sidney J. Furie (Director)"
"<http://data.linkedmdb.org/resource/film/41123>","Victory Through Air Power","Charles M. Schulz (Director)"
"<http://data.linkedmdb.org/resource/film/6897>","All the Pretty Horses","Billy Bob Thornton (Director)"
"<http://data.linkedmdb.org/resource/film/94495>","Peck's Bad Boy with the Circus","Edward F. Cline (Director)"
"<http://data.linkedmdb.org/resource/film/51777>","Mary Tyler Moore: The 20th Anniversary Show","Jack Haley, Jr. (Director)"
"<http://data.linkedmdb.org/resource/film/161>","Flash Gordon","Robert F. Hill (Director)"
"<http://data.linkedmdb.org/resource/film/7024>","Air Bud: Spikes Back","Mike Southon (Director)"
"<http://data.linkedmdb.org/resource/film/16100>","Hot Potato","Oscar Williams (Director)"
"<http://data.linkedmdb.org/resource/film/77066>","Inuuvunga: I Am Inuk, I Am Alive","Mila Aung-Thwin (Director)"
"<http://data.linkedmdb.org/resource/film/1851>","Soul Food","George Tillman, Jr. (Director)"
"<http://data.linkedmdb.org/resource/film/4722>","Across the Wide Missouri","William A. Wellman (Director)"
"<http://data.linkedmdb.org/resource/film/43750>","I Married a Monster from Outer Space","Gene Fowler Jr. (Director)"
"<http://data.linkedmdb.org/resource/film/7661>","On the Edge","John Carney (Director)"
"<http://data.linkedmdb.org/resource/film/65167>","In Search of Gregory","Peter Wood (Director)"
"<http://data.linkedmdb.org/resource/film/9415>","The Sign of the Cross","Cecil B. DeMille (Director)"
"<http://data.linkedmdb.org/resource/film/9557>","Break, Break, Break","Harry A. Pollard (Director)"
"<http://data.linkedmdb.org/resource/film/2515>","She's Having a Baby","John Hughes (Director)"
"<http://data.linkedmdb.org/resource/film/15820>","The Vagabond King","Ludwig Berger (Director)"
"<http://data.linkedmdb.org/resource/film/41603>","In Good Company","Paul Weitz (Director)"
"<http://data.linkedmdb.org/resource/film/68625>","Rikki og m?ndene","Lau Lauritzen Jr. (Director)"
"<http://data.linkedmdb.org/resource/film/40498>","The First of the Few","Leslie Howard (Director)"
"<http://data.linkedmdb.org/resource/film/52373>","Ruth of the Rockies","George Marshall (Director)"
"<http://data.linkedmdb.org/resource/film/1025>","The Return of the King","Jules Bass (Director)"
"<http://data.linkedmdb.org/resource/film/47232>","Down in the Valley","David Jacobson (Director)"
"<http://data.linkedmdb.org/resource/film/1340>","Behind Enemy Lines","John Moore (Director)"
"<http://data.linkedmdb.org/resource/film/54779>","Max Payne","John Moore (Director)"
"<http://data.linkedmdb.org/resource/film/52428>","Hedwig and the Angry Inch","John Cameron Mitchell (Director)"
"<http://data.linkedmdb.org/resource/film/83227>","Percy Jackson & the Olympians: The Lightning Thief","Chris Columbus (Director)"
"<http://data.linkedmdb.org/resource/film/15956>","Alexander's Ragtime Band","Henry King (Director)"
"<http://data.linkedmdb.org/resource/film/110>","Alexander's Ragtime Band","Henry King (Director)"
"<http://data.linkedmdb.org/resource/film/80508>","The Amulet of Ogum","Nelson Pereira dos Santos (Director)"
"<http://data.linkedmdb.org/resource/film/19650>","The Monastery: Mr. Vig and the Nun","Pernille Rose Gr?nkj?r (Director)"
"<http://data.linkedmdb.org/resource/film/7994>","Motives","Craig Ross Jr. (Director)"
"<http://data.linkedmdb.org/resource/film/39845>","Change of Habit","William Alexander Graham (Director)"
"<http://data.linkedmdb.org/resource/film/77934>","The Last of Mrs. Cheyney","Sidney Franklin (Director)"
"<http://data.linkedmdb.org/resource/film/7047>","Biggles: Adventures in Time","John Hough (Director)"
"<http://data.linkedmdb.org/resource/film/2454>","Dirty Mary, Crazy Larry","John Hough (Director)"
"<http://data.linkedmdb.org/resource/film/15387>","The Green Hornet","Ford Beebe (Director)"
"<http://data.linkedmdb.org/resource/film/65867>","The Lena Baker Story","Ralph Wilcox (Director)"
"<http://data.linkedmdb.org/resource/film/56076>","A Romance of the Western Hills","D. W. Griffith (Director)"
"<http://data.linkedmdb.org/resource/film/55470>","A Family Affair","George B. Seitz (Director)"
"<http://data.linkedmdb.org/resource/film/48319>","Gold Diggers of Broadway","Roy Del Ruth (Director)"
"<http://data.linkedmdb.org/resource/film/66822>","The Triumphs of a Man Called Horse","John Hough (Director)"
"<http://data.linkedmdb.org/resource/film/5342>","Pride and Glory","Gavin O'Connor (Director)"
"<http://data.linkedmdb.org/resource/film/15884>","The Conquest of Everest","George Lowe (Director)"
"<http://data.linkedmdb.org/resource/film/5364>","Get Christie Love!","William Alexander Graham (Director)"
"<http://data.linkedmdb.org/resource/film/69668>","Private Lives","Sidney Franklin (Director)"
"<http://data.linkedmdb.org/resource/film/2933>","The Art of War","Christian Duguay (Director)"
"<http://data.linkedmdb.org/resource/film/18004>","The Last Sin Eater","Michael Landon Jr. (Director)"
"<http://data.linkedmdb.org/resource/film/67038>","Lise kommer til Byen","Alice O'Fredericks (Director)"
"<http://data.linkedmdb.org/resource/film/45334>","Night Passage","James Neilson (Director)"
"<http://data.linkedmdb.org/resource/film/55377>","Prince of Persia: The Sands of Time","Mike Newell (Director)"
"<http://data.linkedmdb.org/resource/film/42342>","It Came from Outer Space","Jack Arnold (Director)"
"<http://data.linkedmdb.org/resource/film/6926>","The Acid House","Paul McGuigan (Director)"
"<http://data.linkedmdb.org/resource/film/447>","What's Love Got to Do with It","Brian Gibson (Director)"
"<http://data.linkedmdb.org/resource/film/46314>","House of the Long Shadows","Pete Walker (Director)"
"<http://data.linkedmdb.org/resource/film/11838>","Too Hot to Handle","Terence Young (Director)"
"<http://data.linkedmdb.org/resource/film/46102>","The Watcher in the Woods","Vincent McEveety (Director)"
"<http://data.linkedmdb.org/resource/film/7780>","P.U.N.K.S.","Sean McNamara (Director)"
"<http://data.linkedmdb.org/resource/film/22973>","Roar of the Iron Horse","Spencer Gordon Bennet (Director)"
"<http://data.linkedmdb.org/resource/film/72403>","Detention: The Siege at Johnson High","Michael W. Watkins (Director)"
"<http://data.linkedmdb.org/resource/film/68501>","Nancy Drew and the Hidden Staircase","William Clemens (Director)"
"<http://data.linkedmdb.org/resource/film/55136>","The Girl of the Golden West","Robert Z. Leonard (Director)"
"<http://data.linkedmdb.org/resource/film/3791>","Tenacious D in The Pick of Destiny","Liam Lynch (Director)"
"<http://data.linkedmdb.org/resource/film/3658>","Rolling Thunder","John Flynn (Director)"
"<http://data.linkedmdb.org/resource/film/38252>","The Barretts of Wimpole Street","Sidney Franklin (Director)"
"<http://data.linkedmdb.org/resource/film/24717>","The Barretts of Wimpole Street","Sidney Franklin (Director)"
"<http://data.linkedmdb.org/resource/film/41251>","Planes, Trains and Automobiles","John Hughes (Director)"
"<http://data.linkedmdb.org/resource/film/69849>","No, or the Vain Glory of Command","Manoel de Oliveira (Director)"
"<http://data.linkedmdb.org/resource/film/4218>","The Black Dahlia","Brian De Palma (Director)"
"<http://data.linkedmdb.org/resource/film/39222>","The Flight of Dragons","Jules Bass (Director)"
"<http://data.linkedmdb.org/resource/film/13265>","I Can Get It for You Wholesale","Michael Gordon (Director)"
"<http://data.linkedmdb.org/resource/film/10919>","Maya Lin: A Strong Clear Vision","Freida Lee Mock (Director)"
"<http://data.linkedmdb.org/resource/film/15873>","A Doll's House","George Schaefer (Director)"
"<http://data.linkedmdb.org/resource/film/52039>","Wrestling With Angels: Playwright Tony Kushner","Freida Lee Mock (Director)"
"<http://data.linkedmdb.org/resource/film/20700>","The New Adventures of J. Rufus Wallingford","Leopold Wharton (Director)"
"<http://data.linkedmdb.org/resource/film/414>","Reign of Fire","Rob Bowman (Director)"
"<http://data.linkedmdb.org/resource/film/52510>","Davy Crockett and the River Pirates","Norman Foster (Director)"
"<http://data.linkedmdb.org/resource/film/7005>","Air Bud: Golden Receiver","Richard Martin (Director)"
"<http://data.linkedmdb.org/resource/film/53143>","Operation Homecoming: Writing the Wartime Experience","Richard E. Robbins (Director)"
"<http://data.linkedmdb.org/resource/film/21783>","Stomp! Shout! Scream!","Jay Wade Edwards (Director)"
"<http://data.linkedmdb.org/resource/film/14353>","We've Never Been Licked","John Aaron Rawlins (Director)"
"<http://data.linkedmdb.org/resource/film/69987>","Dirty Gertie from Harlem U.S.A.","Spencer Williams (Director)"
"<http://data.linkedmdb.org/resource/film/66504>","En slem Dreng","Lau Lauritzen Sr. (Director)"
"<http://data.linkedmdb.org/resource/film/21861>","The Committee on Credentials","George Marshall (Director)"
"<http://data.linkedmdb.org/resource/film/6120>","The ""Weird Al"" Yankovic Video Library","Jay Levey (Director)"
"<http://data.linkedmdb.org/resource/film/17356>","The Love Machine","Jack Haley, Jr. (Director)"
"<http://data.linkedmdb.org/resource/film/47940>","Youth Without Youth","Francis Ford Coppola (Director)"
"<http://data.linkedmdb.org/resource/film/43048>","Somewhere in the Night","Joseph L. Mankiewicz (Director)"
"<http://data.linkedmdb.org/resource/film/14198>","Danger Island","Ray Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/174>","How the West Was Won","John Ford (Director)"
"<http://data.linkedmdb.org/resource/film/39730>","Mad Max Beyond Thunderdome","George Miller (Director)"
"<http://data.linkedmdb.org/resource/film/3233>","Hum Aapke Hain Kaun...!","Sooraj R. Barjatya (Director)"
"<http://data.linkedmdb.org/resource/film/5261>","Battlestar Galactica: The Second Coming","Richard Hatch (Director)"
"<http://data.linkedmdb.org/resource/film/80886>","The George Raft Story","Joseph M. Newman (Director)"
"<http://data.linkedmdb.org/resource/film/40268>","Bratz: Starrin & Stylin'","Sean McNamara (Director)"
"<http://data.linkedmdb.org/resource/film/1906>","Augustin, King of Kung-Fu","Anne Fontaine (Director)"
"<http://data.linkedmdb.org/resource/film/60177>","Ring of Fear","James Edward Grant (Director)"
"<http://data.linkedmdb.org/resource/film/66737>","Me and My Kid Brother","Lau Lauritzen Jr. (Director)"
"<http://data.linkedmdb.org/resource/film/66669>","Me and My Kid Brother and Doggie","Lau Lauritzen Jr. (Director)"
"<http://data.linkedmdb.org/resource/film/46441>","A Problem with Fear","Gary Burns (Director)"
"<http://data.linkedmdb.org/resource/film/52277>","The Perils of Pauline","George Marshall (Director)"
"<http://data.linkedmdb.org/resource/film/3953>","Ode to Billy Joe","Max Baer, Jr. (Director)"
"<http://data.linkedmdb.org/resource/film/1103>","Down to Earth","Paul Weitz (Director)"
"<http://data.linkedmdb.org/resource/film/15783>","Barque sortant du port","Auguste and Louis Lumi?re (Director)"
"<http://data.linkedmdb.org/resource/film/7987>","The Diary of Ellen Rimbauer","Craig R. Baxley (Director)"
"<http://data.linkedmdb.org/resource/film/60297>","Mother Teresa: In the Name of God's Poor","Kevin Connor (Director)"
"<http://data.linkedmdb.org/resource/film/1345>","Agent Cody Banks 2: Destination London","Kevin Allen (Director)"
"<http://data.linkedmdb.org/resource/film/71447>","The Boys from Syracuse","A. Edward Sutherland (Director)"
"<http://data.linkedmdb.org/resource/film/23153>","How to Lose Friends & Alienate People","Robert B. Weide (Director)"
"<http://data.linkedmdb.org/resource/film/6878>","The Fourth Protocol","John Mackenzie (Director)"
"<http://data.linkedmdb.org/resource/film/14400>","The Ace of Scotland Yard","Ray Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/50440>","The Song of the Sea Shell","William Desmond Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/22934>","The Time of Your Life","H. C. Potter (Director)"
"<http://data.linkedmdb.org/resource/film/11051>","The World According to Garp","George Roy Hill (Director)"
"<http://data.linkedmdb.org/resource/film/80294>","Man of the World","Richard Wallace (Director)"
"<http://data.linkedmdb.org/resource/film/41515>","The Big Combo","Joseph H. Lewis (Director)"
"<http://data.linkedmdb.org/resource/film/43346>","In The Army Now","Daniel Petrie, Jr. (Director)"
"<http://data.linkedmdb.org/resource/film/1688>","Churchill: The Hollywood Years","Peter Richardson (Director)"
"<http://data.linkedmdb.org/resource/film/38149>","Night of the Living Dead","George A. Romero (Director)"
"<http://data.linkedmdb.org/resource/film/21497>","The Country Doctor","D. W. Griffith (Director)"
"<http://data.linkedmdb.org/resource/film/8116>","Logan's Run","Michael Anderson (Director)"
"<http://data.linkedmdb.org/resource/film/8839>","The Meteor Man","Robert Townsend (Director)"
"<http://data.linkedmdb.org/resource/film/5975>","To Be or Not to Be","Alan Johnson (Director)"
"<http://data.linkedmdb.org/resource/film/51819>","Scanners III: The Takeover","Christian Duguay (Director)"
"<http://data.linkedmdb.org/resource/film/38161>","The Parent Trap","David Swift (Director)"
"<http://data.linkedmdb.org/resource/film/93678>","In the Mood","Phil Alden Robinson (Director)"
"<http://data.linkedmdb.org/resource/film/11950>","The Young in Heart","Richard Wallace (Director)"
